  TT  PID   AT IO_D   WT   RT  TRT
25470 2718 6687    2 18743  600 18783 
25476 2172 5407   10 19997   19 20069 
25478  601 1499    8 23898  208 23979 
25511 2636 6482    0 18963  537 19029 
25524 2057 5140    0 20313  515 20384 
25529 3018 7489   34 18034    6 18040 
25540 1689 4211   16 21303  455 21329 
25545  562 1406   19 24079  132 24139 
25554 3064 7611    3 17922  621 17943 
25601 3247 8075    0 17467  709 17526 
25604 3352 8323    4 17239   16 17281 
25605 1296 3221    4 22295    0 22384 
25624 1802 4501   17 21086    0 21123 
25629 2220 5512    0 20047  501 20117 
25637 1898 4744    0 20820  436 20893 
25649 3161 7869    8 17732    0 17780 
25658 1478 3678   12 21944   14 21980 
25675 2825 6947    0 18665  631 18728 
25690 1329 3279   15 22354  297 22411 
25702 1188 2966    0 22650  351 22736 
25704  846 2100    0 23508  209 23604 
25707 2845 7005    4 18668  674 18702 
25717 2830 6964   26 18711    1 18753 
25719 2426 6005    4 19686  492 19714 
25741 1918 4801    4 20867    3 20940 
25749 2635 6481   15 19260  517 19268 
25750 1082 2681    7 23033    0 23069 
25752 1351 3349   32 22371   18 22403 
25762 1657 4135   14 21593    3 21627 
25765 3039 7541   22 18215   12 18224 
25769 1132 2809    0 22873  298 22960 
25804 1583 3937   10 21818  342 21867 
25805  806 2003    0 23706  184 23802 
25811  773 1920    0 23794  242 23891 
25825 1948 4880   10 20887    0 20945 
25828 3343 8308    5 17502  712 17520 
25831 2894 7141    6 18675    4 18690 
25846 1167 2899    7 22888  331 22947 
25854 1350 3346    3 22433    7 22508 
25874 2804 6888    6 18905    0 18986 
25877 2098 5233   31 20626    0 20644 
25886 2683 6606    7 19257  691 19280 
25887  691 1719    0 24068  209 24168 
25888  838 2083    0 23712  211 23805 
25892 2312 5731    7 20118   94 20161 
25924 2083 5193    3 20686  533 20731 
25930  631 1574   13 24302   10 24356 
25933 2770 6815    0 19055  577 19118 
25934  700 1743    3 24089   16 24191 
25942  842 2088    4 23784  256 23854 
25942 2910 7186   32 18740    4 18756 
25974  211  530   21 25365   17 25444 
25979  571 1434   10 24459   56 24545 
25994 3384 8395    4 17505  102 17599 
26002 1148 2863   30 23094   18 23139 
26038 2019 5055    6 20943  477 20983 
26043 1145 2852   20 23148  175 23191 
26043 1311 3247    4 22760  401 22796 
26043 3410 8480    0 17504  671 17563 
26055 1930 4831   21 21213  470 21224 
26056 2665 6564   17 19472   45 19492 
26063 1796 4478    4 21503    0 21585 
26069 2328 5780   17 20257   27 20289 
26072 2188 5441   10 20573   26 20631 
26086 2542 6269   17 19802  565 19817 
26094 1857 4648    0 21370  399 21446 
26096  265  690   31 25319    6 25406 
26108  392 1016    8 24997  155 25092 
26108 2829 6960   38 19129    0 19148 
26122 1679 4192    3 21892  416 21930 
26124 2906 7180   10 18910    0 18944 
26125 1693 4224    3 21805    0 21901 
26131  949 2345   23 23741   22 23786 
26135 2698 6638   10 19461  542 19497 
26137 1749 4359   23 21744   27 21778 
26150 1965 4930    2 21117    7 21220 
26176 3197 7958   21 18206   21 18218 
26183 2580 6361   18 19795   31 19822 
26184 1028 2538    1 23599  395 23646 
26226  566 1421   30 24740   92 24805 
26230 2578 6357    2 19841  605 19873 
26247 2907 7180    7 19053    0 19067 
26256 2105 5245   31 20997  524 21011 
26257 3052 7583    7 18652  584 18674 
26261  985 2437    2 23735    7 23824 
26285 3295 8186   10 18079  621 18099 
26288 1093 2704    2 23535  290 23584 
26292 1551 3853   12 22409    6 22439 
26309 2553 6298   10 19959  522 20011 
26315 1198 2985    4 23290   13 23330 
26317 3104 7721    7 18510    0 18596 
26339 2681 6603    0 19669  565 19736 
26351 2786 6844    8 19456  564 19507 
26376 2091 5214   27 21118    9 21162 
26387  647 1614    7 24696  251 24773 
26390  276  719   29 25602    0 25671 
26407 3388 8412    6 17969    0 17995 
26410 1626 4051   20 22321  364 22359 
26412 3108 7734    5 18643  682 18678 
26413 2376 5897    3 20486  540 20516 
26429 2421 5992    6 20370    0 20437 
26444  394 1020   31 25340   61 25424 
26457 1852 4631    0 21750  425 21826 
26489 2169 5398   20 21048  474 21091 
26496 2205 5483   21 20993  462 21013 
26503  268  699   25 25724   15 25804 
26518 2941 7283    9 19178   14 19235 
26529 2534 6254    6 20207   45 20275 
26532 1667 4162   10 22287    0 22370 
26536 1600 3985    0 22470  409 22551 
26552 2562 6320    3 20176  557 20232 
26589 2293 5683   11 20854    3 20906 
26589 1987 4973    4 21570  554 21616 
26600 2093 5222    7 21331  499 21378 
26606 1110 2745   29 23831  312 23861 
26612 1103 2730   13 23857  264 23882 
26628 1992 4987    2 21601  464 21641 
26638  623 1549   15 25032  154 25089 
26677 2641 6497   23 20142    9 20180 
26678 3224 8027    5 18608  755 18651 
26702 3340 8302    4 18376    2 18400 
26740 2469 6098    7 20611   42 20642 
26757 1205 3005    3 23693  339 23752 
26760 3175 7903   22 18824   11 18857 
26769 1291 3211   19 23489   16 23558 
26786  856 2119   17 24635  380 24667 
26790 2149 5343   36 21429   14 21447 
26799 1728 4316    0 22403  418 22483 
26814 1540 3825   15 22963  380 22989 
26824  943 2335   16 24450    2 24489 
26829 1441 3577   10 23176  337 23252 
26852  433 1126    5 25649  123 25726 
26860 2187 5438    3 21338   12 21422 
26860 2820 6932   11 19885    5 19928 
26861 2689 6620   10 20203   47 20241 
26873  670 1668    0 25102  181 25205 
26918 3034 7529   22 19362    5 19389 
26939 2736 6735   10 20142   51 20204 
26951 1522 3784   16 23125   37 23167 
26955  692 1721   22 25170  171 25234 
26955 2422 5997   10 20929  502 20958 
26959 1443 3580   15 23317    0 23379 
26961  833 2070    2 24800   23 24891 
26977 3025 7510    7 19363   94 19467 
26984 2396 5942   19 20997    2 21042 
26985  665 1659   13 25256   69 25326 
26988 2244 5569   28 21403   61 21419 
26993 2756 6783   38 20191   25 20210 
26995  567 1424   12 25517   57 25571 
27021  322  839   28 26081   16 26182 
27037 3096 7708   10 19319   19 19329 
27051 1521 3779   10 23185   23 23272 
27054 1324 3269   20 23702   58 23785 
27065 2330 5783   35 21265    2 21282 
27066 2444 6041    0 20953  532 21025 
27071  910 2244    0 24729  251 24827 
27073 3095 7707   25 19338   26 19366 
27090 1973 4946   22 22120  108 22144 
27092 1831 4574   31 22482   91 22518 
27100  979 2422    3 24612  267 24678 
27105 2880 7107    7 19965    0 19998 
27110 2036 5084   24 21976   12 22026 
27115 2005 5019   27 22070  509 22096 
27119 2109 5258   20 21831    0 21861 
27124 1784 4446   13 22649   21 22678 
27130 2034 5080    9 22014  577 22050 
27147  963 2378    0 24674  263 24769 
27149 1639 4084    9 23043  398 23065 
27162 3150 7839   23 19311   30 19323 
27166 3325 8268    4 18876  700 18898 
27168 1111 2747   18 24358  297 24421 
27170 1581 3934    6 23210    5 23236 
27174 2707 6661   23 20484   68 20513 
27177 2436 6020    2 21088   18 21157 
27182 1452 3601    0 23496  304 23581 
27194 2020 5057    7 22068   38 22137 
27194 2345 5826    7 21321    0 21368 
27199 1263 3142    4 24009  348 24057 
27205 2132 5303    0 21827  463 21902 
27207 2613 6439    8 20737   19 20768 
27218 1772 4416    3 22732    0 22802 
27219 2048 5117    5 22074    4 22102 
27232 2128 5300   12 21891   12 21932 
27233 2720 6693    1 20484  589 20540 
27236 2816 6918   11 20296   10 20318 
27251 1916 4797    8 22395  446 22454 
27256 1750 4361   30 22854   78 22895 
27258 2721 6698    0 20490  571 20560 
27279 2748 6770    7 20471   24 20509 
27287 2931 7247    0 19973  606 20040 
27287 2370 5881   10 21354    3 21406 
27288 1803 4502   19 22716  137 22786 
27290 2666 6565   12 20679   85 20725 
27348  746 1861    9 25406  226 25487 
27349 2181 5427    7 21887  516 21922 
27359 3361 8343    5 18962    0 19016 
27373  988 2446   20 24891   17 24927 
27459 1997 4997    5 22425  447 22462 
27476 1075 2668   28 24726    2 24808 
27500 1621 4036   25 23428  456 23464 
27510 2970 7360    1 20075   12 20150 
27529 2272 5634    6 21858  528 21895 
27557 2682 6605    3 20936  643 20952 
27560 2324 5769   10 21751  483 21791 
27568 2298 5694    0 21799  478 21874 
27569 3269 8124    5 19430    9 19445 
27579 2797 6873   29 20671    0 20706 
27591 2332 5790    9 21717    0 21801 
27591 1195 2976    3 24525   18 24615 
27593 1570 3902    8 23631  381 23691 
27597 1010 2489   20 25051  284 25108 
27605 2918 7201    8 20321    0 20404 
27622 2765 6800   10 20730   26 20822 
27663 2864 7057   24 20572    0 20606 
27670 3405 8466   12 19182    0 19204 
27671 2145 5334    0 22260  462 22337 
27673 2151 5347   14 22300    6 22326 
27677  577 1439   10 26142  145 26238 
27722 3203 7976    8 19685    5 19746 
27745 2208 5489   25 22226    0 22256 
27767 2104 5242    0 22447  439 22525 
27820 1732 4326    1 23414  388 23494 
27820  480 1228   12 26502   16 26592 
27832  968 2385   28 25404    7 25447 
27837 2021 5060    0 22697  411 22777 
27854 1828 4572    7 23200   19 23282 
27858  396 1029   14 26770  152 26829 
27889  966 2382   11 25456   13 25507 
27932 2961 7341    4 20564  593 20591 
27942 1504 3740   31 24135    3 24202 
27946 2245 5572   23 22350    0 22374 
27950 2677 6595    2 21307  543 21355 
27962 2262 5617   10 22287  502 22345 
27989 2100 5240    6 22663    0 22749 
27990 2239 5552   17 22400    0 22438 
27998 3350 8319    7 19636  739 19679 
27998 2633 6481    7 21493  583 21517 
28011 3030 7521    6 20463  649 20490 
28021 3033 7527    4 20460  592 20494 
28039 1454 3608    9 24379    0 24431 
28047 2111 5264   26 22724   15 22783 
28047 1707 4255   27 23758  438 23792 
28054  564 1416    2 26561  158 26638 
28061 2972 7367    8 20662    7 20694 
28066 1027 2533   26 25500  307 25533 
28066  428 1116   28 26885  145 26950 
28067 2569 6335    0 21659  531 21732 
28074 2769 6810    7 21231  631 21264 
28081 1573 3916    0 24082  388 24165 
28099 1262 3140    5 24893  277 24959 
28110 2112 5267   10 22749    4 22843 
28120  859 2129    9 25914  260 25991 
28123 2844 7001    7 21097   92 21122 
28137 2294 5683    5 22403    0 22454 
28152 1889 4721    7 23334   23 23431 
28160 2509 6198   26 21906   62 21962 
28168 1684 4201    0 23882  376 23967 
28184 2487 6144    7 21996  516 22040 
28186  907 2235   12 25899  109 25951 
28193 2301 5703    7 22423    0 22490 
28196 2964 7348   10 20802   73 20848 
28201 1564 3892   10 24259  556 24309 
28221 1011 2493   25 25676   10 25728 
28246 3000 7449    3 20735   11 20797 
28261 1616 4024   21 24198   52 24237 
28266 3319 8253    7 19983  686 20013 
28300 1174 2923   15 25299    8 25377 
28320 1414 3507    7 24735   19 24813 
28337 2626 6470    6 21827  555 21867 
28372  813 2014   20 26282  220 26358 
28374  738 1843   32 26470  176 26531 
28381 3007 7462   19 20893   26 20919 
28387 1789 4453   10 23832  139 23934 
28406 1389 3441   14 24936    0 24965 
28413 2713 6678    6 21698  542 21735 
28417 3153 7845   40 20556   11 20572 
28422 1138 2831    0 25495  284 25591 
28437 3369 8360    7 20040   68 20077 
28441 2692 6623   21 21787   37 21818 
28446 1542 3832    6 24564  377 24614 
28455 1313 3250   12 25144  292 25205 
28462 2548 6287   22 22153    0 22175 
28495 2871 7082   14 21395    0 21413 
28512 2134 5305   26 23169    5 23207 
28527 2367 5873   12 22609   68 22654 
28536 2437 6023    5 22447  487 22513 
28546 1222 3035   11 25473  300 25511 
28556 2051 5129    9 23400    0 23427 
28572 2888 7126   26 21417  722 21446 
28591 2662 6554    4 21962   95 22037 
28596 1463 3636   31 24907    0 24960 
28629 1655 4126    0 24419  412 24503 
28632 2576 6349    8 22262  567 22283 
28633 1107 2742   10 25825  301 25891 
28645 3045 7562   10 21035   10 21083 
28670 3280 8154   26 20488    1 20516 
28671  457 1174    3 27416  103 27497 
28682 1853 4634    6 24007  429 24048 
28693 2525 6231   20 22425   27 22462 
28701 1618 4027    0 24586  379 24674 
28709 3411 8480    8 20135    1 20229 
28730 3053 7585    2 21075  584 21145 
28735  802 1986   25 26649  197 26749 
28735 2696 6633   16 22075    7 22102 
28746 1128 2797    0 25852  309 25949 
28753 3412 8480    2 20220  698 20273 
28758 3016 7482    0 21204  660 21276 
28788 3375 8369   22 20398  660 20419 
28816 3276 8145    0 20602  694 20671 
28826 3389 8414   30 20393    8 20412 
28827 3163 7876    1 20913   26 20951 
28858 3106 7729    3 21114  668 21129 
28873 2140 5326   23 23521  469 23547 
28896 2457 6075   18 22803  530 22821 
28897  828 2057   26 26751    0 26840 
28902 1773 4418   39 24435   11 24484 
28927 1434 3562   23 25329   63 25365 
28928 1098 2719   10 26135  307 26209 
28934 3009 7466   13 21451  647 21468 
28945 2772 6817   14 22093  626 22128 
28975  434 1127    8 27753  126 27848 
28976 1501 3736    8 25170  360 25240 
28991 1033 2551    1 26360  382 26440 
28995 3073 7638   27 21319    5 21357 
29008 3069 7624   23 21365  626 21384 
29042 2917 7196    4 21814  693 21846 
29053 2989 7417   31 21590    0 21636 
29071 3409 8479    6 20561  733 20592 
29089 3367 8354    9 20678  732 20735 
29109 3423 8518    0 20522  690 20591 
29111 2838 6983   14 22080   77 22128 
29116 1479 3678    7 25401  107 25438 
29116 2743 6756    6 22304   11 22360 
29121 3305 8218    1 20857  692 20903 
29126 3149 7836    9 21262   34 21290 
29135 2502 6184    9 22892  575 22951 
29140 1361 3367   19 25744  345 25773 
29192 2186 5434   27 23689   62 23758 
29194 2382 5909    4 23206   28 23285 
29207 2546 6284    8 22882  524 22923 
29214 2219 5512    8 23643    0 23702 
29247  532 1345   14 27819  121 27902 
29260 2836 6980   11 22228   12 22280 
29261 1409 3496   19 25681   13 25765 
29263 1164 2897    7 26286   14 26366 
29269 3202 7972    0 21227  675 21297 
29293  585 1459    2 27736   20 27834 
29311 1447 3586    9 25681  342 25725 
29316  853 2107   29 27164    4 27209 
29325 2230 5527   11 23768    0 23798 
29327 1241 3093    3 26172  327 26234 
29329 2581 6363   24 22932   20 22966 
29339 3300 8202    0 21067  627 21137 
29342 1062 2624   19 26632  120 26718 
29363  961 2372   23 26930    4 26991 
29376  864 2139   13 27162    3 27237 
29392 1691 4218   37 25138    0 25174 
29413  621 1545   27 27786   22 27868 
29418  560 1402    6 27935  147 28016 
29421 1204 3000    6 26325    1 26421 
29441  755 1880   31 27462    0 27561 
29448 2033 5078    6 24289  561 24370 
29465 2095 5226    3 24140  159 24239 
29469  503 1284   20 28128  123 28185 
29473 3337 8293    2 21149  653 21180 
29477 1298 3225   29 26215  353 26252 
29489 2586 6374   17 23080    0 23115 
29521 2175 5414   32 24077   54 24107 
29537 3395 8437   20 21064    0 21100 
29550 2908 7181   16 22324    3 22369 
29571  816 2022   21 27467   24 27549 
29572  272  708   13 28785   67 28864 
29581 1580 3932   30 25614    0 25649 
29600 1873 4686   22 24878   31 24914 
29609 2099 5235    9 24293    2 24374 
29624 1519 3773   25 25820  444 25851 
29625 1814 4536   14 25058  120 25089 
29631 1611 4013   32 25547   19 25618 
29648 2406 5956   10 23648  547 23692 
29664 3146 7827    0 21764  662 21837 
29666 1505 3742   24 25892  350 25924 
29687 2465 6090   30 23559  541 23597 
29701 1257 3132   31 26522   87 26569 
29716  590 1475    1 28150  183 28241 
29784 3323 8265   14 21489  667 21519 
29807  555 1393   37 28355    5 28414 
29811 3266 8117   29 21663  614 21694 
29836 2531 6242    8 23521  545 23594 
29848 3191 7945   12 21879   89 21903 
29869 2654 6537    0 23255  549 23332 
29872 3068 7620    5 22186    4 22252 
29875 2585 6369    0 23429  583 23506 
29888 2008 5029    6 24781    4 24859 
29889 2460 6085   10 23777  487 23804 
29906  335  873    7 28948  131 29033 
29912 1734 4330    7 25510   60 25582 
29915 3284 8165    0 21677  710 21750 
29916 2867 7067    0 22776  623 22849 
29936 1083 2682   26 27197    4 27254 
29945 1457 3615    8 26261  390 26330 
29956 2671 6583   12 23343  634 23373 
29969 2259 5605    0 24281  487 24364 
29981 1557 3874    5 26054  345 26107 
29984 2000 5003   26 24931  533 24981 
29988 2292 5679    5 24208  149 24309 
29996 2464 6090    5 23842    3 23906 
30002 2831 6965    5 23002    8 23037 
30003 1608 4008   24 25911  145 25995 
30003 2335 5802   25 24174  502 24201 
30004 3322 8263    0 21668  727 21741 
30010 2561 6320   12 23665  562 23690 
30010 3130 7794    6 22141   11 22216 
30010 2612 6437   24 23535  577 23573 
30047 3187 7937   25 22090    1 22110 
30068 3057 7594    7 22402  640 22474 
30073 2637 6484    1 23529  570 23589 
30078 3312 8240   11 21799    0 21838 
30080 1966 4933    1 25078    3 25147 
30086 1794 4469   18 25557  418 25617 
30089 2861 7052    7 22974    3 23037 
30094 1806 4513   13 25555  422 25581 
30098 1411 3497    6 26529  352 26601 
30102 2787 6849   23 23212    9 23253 
30110 3324 8267   24 21810  675 21843 
30135 2221 5512   10 24589   45 24623 
30154  721 1796    5 28270  174 28358 
30157 3212 7997    4 22103   15 22160 
30165  235  610   17 29453   10 29555 
30189  340  883   23 29236  127 29306 
30195 2738 6745    0 23370  608 23450 
30209 1332 3291   10 26852  309 26918 
30210 1704 4247    8 25895  385 25963 
30229 1489 3702    7 26457  343 26527 
30231 2552 6297   15 23905  621 23934 
30236  920 2275   10 27864    0 27961 
30279 3006 7460    5 22763   15 22819 
30279 2319 5752    2 24479  511 24527 
30291 2583 6364    7 23824   53 23927 
30295 2986 7406    0 22812  613 22889 
30307  900 2220    2 28019  201 28087 
30314 3226 8029    2 22195  277 22285 
30329 2040 5095    5 25187    4 25234 
30329 2116 5275   23 25006  459 25054 
30356 2304 5708    3 24564   41 24648 
30359 1774 4418   10 25880  475 25941 
30368 2781 6833    4 23470  598 23535 
30378 1687 4209   20 26111  453 26169 
30386 1819 4548    0 25746  419 25838 
30393 2155 5359   27 24998    8 25034 
30407 1032 2548   34 27801  300 27859 
30419 2248 5575   13 24808   10 24844 
30437 3092 7701   23 22693   15 22736 
30464  944 2337    6 28023    5 28127 
30466  629 1570   22 28800    0 28896 
30473 1322 3269    7 27131  321 27204 
30517 2947 7300   25 23189   95 23217 
30535 3315 8246   20 22268  689 22289 
30550 2110 5260   29 25256    5 25290 
30556 2368 5873   10 24619    4 24683 
30594 1968 4938    5 25586   18 25656 
30597  421 1099   21 29432  182 29498 
30602 1669 4165    6 26370  379 26437 
30602 3103 7720   23 22859  670 22882 
30603 2166 5389    9 25159  464 25214 
30669 2750 6771    8 23833  580 23898 
30669 1887 4713    8 25876    8 25956 
30677 3298 8197   17 22456   43 22480 
30677 2980 7390    7 23258    0 23287 
30685 1252 3120    8 27474  314 27565 
30696 3254 8096    6 22564 1292 22600 
30719 2601 6421   21 24250   83 24298 
30719 2997 7438   37 23250    0 23281 
30725 1430 3549   19 27133    4 27176 
30738 3137 7811    5 22823   48 22927 
30773 2271 5632    3 25095  474 25141 
30798 1317 3258   23 27479  307 27540 
30802 2868 7070    3 23686  634 23732 
30821 1623 4041    5 26698    6 26780 
30830 1613 4019   29 26732   19 26811 
30836  827 2054    6 28700  267 28782 
30839  521 1317   11 29449  172 29522 
30844 1692 4223   12 26563  407 26621 
30892 2956 7324   10 23506  115 23568 
30914 1735 4331    9 26526  411 26583 
30914 2222 5513   16 25333    0 25401 
30940 2247 5575   16 25294   15 25365 
30940 1615 4022   35 26863    7 26918 
30948 1224 3039   25 27851  297 27909 
30967 3272 8135   12 22802    3 22832 
30968 2512 6205    9 24704    2 24763 
30970 1278 3180    0 27688  421 27790 
30973 3237 8053    9 22885  688 22920 
30975 2357 5856    7 25060  492 25119 
30982 2901 7163    8 23780  689 23819 
30985 1706 4253    7 26675  433 26732 
30997 2442 6036   26 24892   24 24961 
31022 3184 7929    2 23049  122 23093 
31038 2564 6325    0 24628  543 24713 
31060 1879 4700   20 26288    0 26360 
31067 1325 3271   22 27709  109 27796 
31075 2725 6708    6 24324  548 24367 
31077 1063 2628   18 28406  264 28449 
31091 2969 7358    0 23651  622 23733 
31093 2297 5694    6 25317    0 25399 
31097 1590 3955    1 27076  376 27142 
31104 3296 8187   28 22891   31 22917 
31131 1381 3422    0 27610  330 27709 
31132 1790 4456   24 26626    0 26676 
31141  299  779   25 30271  957 30362 
31154 2078 5175    0 25887  458 25979 
31160 1426 3539   12 27575    5 27621 
31167 1563 3889   23 27223  349 27278 
31184 2265 5620   35 25512    7 25564 
31190 2511 6204   19 24943  547 24986 
31198  737 1843   32 29279  183 29355 
31202 2670 6580   15 24590  639 24622 
31206 1017 2505   17 28655  254 28701 
31207  436 1128   27 29980    2 30079 
31215 3233 8044   18 23122   19 23171 
31217 1475 3667   34 27500    0 27550 
31233 2807 6895    9 24285  616 24338 
31256 2090 5212    0 25956  435 26044 
31257 1630 4060    0 27099  360 27197 
31265 2153 5354   27 25868    7 25911 
31267 1376 3411    4 27770  319 27856 
31278 1785 4447    9 26751   71 26831 
31282 1609 4012   23 27233  388 27270 
31305  553 1388    7 29813  164 29917 
31307 3317 8248   26 23010   12 23059 
31333  544 1369   28 29875  105 29964 
31343 2536 6260    7 25032  538 25083 
31360 1507 3747   25 27573    0 27613 
31363 2742 6755    5 24517   13 24608 
31373  950 2345   23 28974   82 29028 
31374  400 1037   28 30238    8 30337 
31375  857 2124   16 29186  247 29251 
31375 2334 5798    0 25488  476 25577 
31384 3390 8419   28 22936    0 22965 
31402  902 2224   10 29103  100 29178 
31413 3144 7823   26 23541   32 23590 
31423 2900 7158    0 24181  632 24265 
31425 3309 8232    6 23134  652 23193 
31432 1652 4114    1 27227    7 27318 
31434 2023 5061    0 26279  441 26373 
31447  740 1846    4 29505  182 29601 
31452 1866 4669    8 26683  228 26783 
31462 1607 4004    5 27407    3 27458 
31463 3159 7865    5 23538    0 23598 
31469 2080 5184    1 26232  544 26285 
31472 2311 5730    6 25645   40 25742 
31473 1142 2844    1 28545  299 28629 
31490 3373 8368    9 23083  662 23122 
31530 2161 5376   20 26119  512 26154 
31552 1641 4087   26 27389    8 27465 
31553 1715 4283    0 27172  363 27270 
31595 1386 3435    0 28057  314 28160 
31608 2414 5976   23 25567   13 25632 
31610 2835 6975    3 24565    0 24635 
31612 2764 6799    0 24727  576 24813 
31616  874 2163   11 29372  276 29453 
31623 2869 7074   25 24508  594 24549 
31668 2327 5776   26 25853    1 25892 
31687  739 1845   10 29746    7 29842 
31688 2392 5931    4 25693   17 25757 
31689 3120 7767    3 23868  685 23922 
31702 1633 4064    0 27538  372 27638 
31704 2602 6426   33 25241  686 25278 
31717 3089 7688    4 23947  579 24029 
31735 2739 6747    4 24903    0 24988 
31736  732 1827   24 29818  195 29909 
31740 2731 6722   16 24957   10 25018 
31758 3165 7880   28 23828   14 23878 
31770 2623 6465    0 25218  575 25305 
31798 1064 2633    4 29070  261 29165 
31814 3380 8380   25 23386    1 23434 
31827 2933 7256    7 24474    0 24571 
31837 1744 4352    0 27386  413 27485 
31844 3381 8385    5 23396  674 23459 
31860  803 1991   21 29776  193 29869 
31867 2126 5297    0 26479  464 26570 
31869 2065 5150    0 26628  487 26719 
31870 2058 5143   33 26645  243 26727 
31878 3392 8428   12 23403    0 23450 
31885 2789 6851   21 24978   44 25034 
31905 1405 3492    9 28315    0 28413 
31906 1593 3965   12 27874    9 27941 
31907  734 1834   11 29970    0 30073 
31914 2299 5697   30 26138   18 26217 
31922 1147 2859    8 28996  302 29063 
31928 2424 5999   19 25871   52 25929 
31930 2877 7099   21 24795    0 24831 
31944  185  471   15 31377   48 31473 
31978 2064 5149    9 26744  474 26829 
31978  762 1901    5 29995  239 30077 
31992 2926 7230   29 24716   12 24762 
32006 2850 7015   33 24945   21 24991 
32009 1524 3788   16 28162   44 28221 
32023 1748 4358   26 27588  172 27665 
32067 1703 4247   34 27771   18 27820 
32077 1967 4937   23 27052    0 27140 
32081 2207 5484   16 26559  455 26597 
32082 1462 3633   27 28391  336 28449 
32100 2072 5161    3 26847  430 26939 
32101 2887 7122   14 24935   43 24979 
32111 2674 6588   12 25475  576 25523 
32117 1427 3544   10 28479   12 28573 
32120 1410 3496   18 28531   24 28624 
32140 1177 2934    4 29155  302 29206 
32149 2471 6103    6 25977    8 26046 
32151 1307 3244    8 28840  327 28907 
32157 1113 2752    1 29316  307 29405 
32159 2611 6436   20 25677  532 25723 
32160 1589 3955   10 28157   45 28205 
32165 2833 6971   34 25154  567 25194 
32179 1189 2966   12 29133  293 29213 
32191 3374 8368   23 23782  663 23823 
32209 2990 7419   21 24745    8 24790 
32225  710 1770   10 30374  178 30455 
32233 2963 7345    0 24801  587 24888 
32245 1959 4913    9 27273  448 27332 
32308  818 2029   17 30183    6 30279 
32315 1602 3987    0 28224  355 28328 
32320  520 1317   14 30925  155 31003 
32321 1492 3705    5 28536  475 28616 
32340 1745 4355   19 27903   89 27985 
32344 1644 4094    4 28197  361 28250 
32346 1253 3125   18 29124   15 29221 
32359 2758 6789   16 25505    3 25570 
32362 1354 3353    5 28954   12 29009 
32372 1725 4310    4 27972  436 28062 
32375 1007 2484   29 29839  271 29891 
32379 1902 4760   15 27568    8 27619 
32381 3407 8473   20 23859    0 23908 
32388 2859 7046    1 25288  620 25342 
32405 1288 3210   22 29124  264 29195 
32407 3059 7597    9 24744   72 24810 
32414  249  644   11 31670    0 31770 
32422  844 2094   27 30246   14 30328 
32424 1647 4100    2 28258  424 28324 
32430 3227 8030   34 24354    8 24400 
32437 1844 4610   19 27781    0 27827 
32440 3286 8170    0 24185  703 24270 
32449  563 1411    6 30935  153 31038 
32460 1215 3019   37 29371    6 29441 
32475 2191 5450   12 26960   16 27025 
32492 1975 4948    5 27468  247 27544 
32515 1888 4716    8 27747   42 27799 
32517 1807 4517    6 27902  420 28000 
32521 2547 6285   35 26159    0 26236 
32552 2826 6951   38 25551   10 25601 
32562 2678 6596    0 25875  635 25966 
32562 2517 6213   20 26300  536 26349 
32565 2492 6157    4 26332   48 26408 
32566 2087 5207    4 27291  442 27359 
32576  425 1106   20 31375  763 31470 
32578 2106 5249   37 27278  516 27329 
32582 3041 7551    4 24958    0 25031 
32591 2958 7331    2 25184    0 25260 
32605 2819 6929   38 25641    3 25676 
32606 2373 5889    3 26630  636 26717 
32606 2026 5066   20 27475    0 27540 
32606 2478 6123   13 26414    0 26483 
32638 2046 5115    0 27424  478 27523 
32639 3128 7787   10 24765    0 24852 
32649 2397 5944   34 26666  608 26705 
32661 2024 5062    1 27520  210 27599 
32661 1716 4286    0 28271  377 28375 
32679 3428 8525    2 24100  757 24154 
32689 2971 7363    0 25238  626 25326 
32692 1952 4888   26 27717    0 27804 
32692 1076 2670    9 29926  271 30022 
32698  884 2183    2 30431  258 30515 
32707 1810 4526    8 28080    2 28181 
32707 3301 8206    1 24433  627 24501 
32708  500 1274   28 31341    0 31434 
32714 1516 3769    9 28842    0 28945 
32724 1400 3473   30 29169  179 29251 
32735 2957 7328    6 25327    0 25407 
32739 2809 6899   18 25793  603 25840 
32751 1002 2471   23 30202   20 30280 
32767 1753 4370    0 28294  360 28397 
32776  607 1512   16 31191    0 31264 
32782 2398 5948   26 26776  515 26834 
32782 1838 4593   16 28113   20 28189 
32814 1928 4822   16 27896   23 27992 
32822 3088 7684    7 25051  631 25138 
32828  487 1247    9 31510  199 31581 
32832 3182 7919   16 24866  677 24913 
32858  582 1448   29 31324  168 31410 
32878 2163 5379   29 27444  521 27499 
32890 2275 5641    7 27152  101 27249 
32894 2234 5540   28 27298    0 27354 
32899 3262 8109   11 24743  634 24790 
32902 2827 6954    5 25875    0 25948 
32910 3396 8437   24 24429    0 24473 
32920  972 2394   10 30435  306 30526 
32940 3249 8080   20 24823   64 24860 
32945  865 2142   27 30708  236 30803 
32954 2967 7355   16 25535    7 25599 
32963 1555 3872   15 29042   73 29091 
32981  446 1152   20 31741   95 31829 
32989 1610 4013    9 28873    0 28976 
32990 1907 4770   25 28178   69 28220 
32991 1293 3214   16 29687  131 29777 
