  TT  PID   AT IO_D   WT   RT  TRT
5780  958 2361    0 3395  323 3419 
5788 2326 5774    0    0    0   14 
5807 2317 5748    0    9    9   59 
5814 2333 5793    0    0    0   21 
5825 2171 5406    0  323  323  419 
5826  725 1802    1 4007  168 4024 
5838 2305 5713    0   73   73  125 
5844 2340 5815    0    0    0   29 
5853  537 1351   10 4404   55 4502 
5861 2329 5783    0    1    1   78 
5866 2287 5665    0  115  115  201 
5873 2339 5813    0   53   53   60 
5875 2362 5863    0    0    0   12 
5888  482 1238    0 4611  244 4650 
5890 2337 5809    0    0    0   81 
5900 2346 5831    0    0    0   69 
5905 2352 5844    0    9    9   61 
5905  138  340    4 5461    0 5565 
5908  837 2078    0 3805  433 3830 
5911 2358 5858    0   47   47   53 
5913 2371 5885    0   11   11   28 
5915 2363 5864    0   11   11   51 
5935 2374 5892    0    0    0   43 
5964 2393 5931    0   11   11   33 
5969  953 2353    6 3580    0 3616 
5978 2399 5949    0    2    2   29 
5988  269  700   24 5280   75 5288 
5990  267  695   23 5287   84 5295 
5995  643 1604   10 4377  260 4391 
5998 1024 2526    4 3435    0 3472 
6005 2395 5941    0   11   11   64 
6005  982 2427    1 3484   10 3578 
6007 2402 5955    0   13   13   52 
6016  791 1964    4 4046  238 4052 
6019 2385 5916    0   21   21  103 
6020  278  720    4 5231   98 5300 
6024 2416 5980    0   26   26   44 
6024 1097 2719    0 3283  295 3305 
6032 2400 5950    0   48   48   82 
6040 1577 3924    0 2105  513 2116 
6051  385 1001   31 5042    0 5050 
6086  987 2443    8 3591   87 3643 
6090 2350 5840    0  184  184  250 
6106 2456 6071    0    5    5   35 
6107 1921 4808    0 1291  443 1299 
6110 2443 6039    0    0    0   71 
6114 1003 2475    3 3586   66 3639 
6119 2432 6014    0   17   17  105 
6123 2439 6027    0   63   63   96 
6134 2480 6126    0    2    2    8 
6138 2479 6123    0    0    0   15 
6140 2466 6094    0   29   29   46 
6145 2409 5960    0  114  114  185 
6156 2475 6110    0    9    9   46 
6159  715 1777   16 4367   74 4382 
6164 2448 6055    0   11   11  109 
6203 2476 6115    0    0    0   88 
6205 2489 6148    0   52   52   57 
6215 2495 6167    0    0    0   48 
6218 2410 5964    0  159  159  254 
6219  951 2350   10 3769    0 3869 
6223 1047 2587    0 3612  294 3636 
6227 2474 6108    0   41   41  119 
6232  308  805    0 5366  135 5427 
6237 2491 6157    0   24   24   80 
6238 1565 3892    0 2332  407 2346 
6254 2507 6195    0    8    8   59 
6256 2519 6216    0    0    0   40 
6258 2513 6205    0   22   22   53 
6260 1048 2590    2 3644   38 3670 
6275 2510 6203    0   12   12   72 
6284 2529 6239    0    0    0   45 
6284 2494 6163    0   66   66  121 
6286 2500 6182    0    0    0  104 
6287 1042 2578    0 3686  320 3709 
6290 1079 2677    2 3602    1 3613 
6308 2535 6259    0    0    0   49 
6317 2461 6088    0  144  144  229 
6325 1043 2580    2 3666   24 3745 
6331 2538 6264    0    3    3   67 
6337 2544 6277    0    0    0   60 
6366 1061 2623    8 3645   49 3743 
6369  310  811   10 5522   12 5558 
6370 2559 6312    0   16   16   58 
6370 2533 6250    0   72   72  120 
6379 1045 2584    3 3726  104 3795 
6383  204  510   21 5847   12 5873 
6388 2570 6336    0   47   47   52 
6391 2554 6300    0    0    0   91 
6391 2540 6264    0   61   61  127 
6397 2566 6333    0    0    0   64 
6401 2590 6390    0    1    1   11 
6431 2594 6402    0    0    0   29 
6448 2574 6345    0   19   19  103 
6449 2582 6363    0   36   36   86 
6451  609 1513    8 4925  168 4938 
6454  799 1979   10 4468  235 4475 
6455 1899 4747    0 1699  403 1708 
6458 1000 2467    1 3983   57 3991 
6459 2587 6379    0    2    2   80 
6466 2603 6428    0    3    3   38 
6468 2597 6413    0   10   10   55 
6474  649 1615    9 4837  121 4859 
6477 2624 6467    0    0    0   10 
6490 2565 6328    0   71   71  162 
6493 2615 6445    0   23   23   48 
6504 2618 6455    0   17   17   49 
6504 1104 2735    3 3712    0 3769 
6515  359  934    0 5526  108 5581 
6521 2605 6431    0   31   31   90 
6522 2639 6488    0   16   16   34 
6525  184  469    0 5968   69 6056 
6532 2620 6462    0    0    0   70 
6539 2645 6507    0   15   15   32 
6544  895 2210    4 4309  202 4334 
6545  708 1765    5 4754    0 4780 
6552 2647 6517    0   11   11   35 
6555 2241 5561    0  989  479  994 
6559  492 1258    8 5279  123 5301 
6572 2653 6535    0    0    0   37 
6583 2646 6512    0    4    4   71 
6589 2652 6532    0    7    7   57 
6600 2655 6542    0    0    0   58 
6601 2650 6523    0   36   36   78 
6604 2037 5084    0 1513  571 1520 
6616  936 2318    2 4223  282 4298 
6618 1055 2607    0 3985  270 4011 
6639 1139 2836    5 3763    0 3803 
6640 1123 2784    1 3761    0 3856 
6642 2673 6588    0    4    4   54 
6643 2676 6594    0    0    0   49 
6646 1137 2827    5 3782    0 3819 
6649  292  762    6 5851  102 5887 
6650  767 1914    5 4643   14 4736 
6655 1135 2820    5 3792    0 3835 
6666 2700 6644    0    0    0   22 
6671 2680 6601    0    0    0   70 
6672 2669 6576    0    0    0   96 
6720 2711 6676    0    0    0   44 
6729 2693 6624    0   34   34  105 
6730 1050 2594    6 4049  229 4136 
6735 2712 6678    0   16   16   57 
6736 2691 6622    0   21   21  114 
6737 2717 6683    0    0    0   54 
6764 2709 6671    0   14   14   93 
6781 2604 6429    0  248  248  352 
6784 1349 3341    0 3424  337 3443 
6786  918 2271    6 4454  218 4515 
6788  906 2234    3 4479  175 4554 
6794  409 1064   26 5721    0 5730 
6795 2737 6740    0    0    0   55 
6802 2708 6666    0   70   70  136 
6806 1160 2890    3 3903    2 3916 
6807 2715 6679    0  115  115  128 
6810  317  824    7 5950  135 5986 
6814  536 1351    0 5418  113 5463 
6818  712 1772    6 5005    6 5046 
6826 2759 6792    0   26   26   34 
6827 1140 2840    6 3910   16 3987 
6839 2716 6680    0  127  127  159 
6842  395 1025    1 5789  148 5817 
6845  667 1664    5 5161    5 5181 
6849 1714 4281    0 2554  380 2568 
6852 2749 6770    0    8    8   82 
6856  883 2182   10 4641  325 4674 
6865 1096 2718    2 4076  172 4147 
6873 2792 6858    0    7    7   15 
6882  887 2188    1 4655  121 4694 
6885  608 1512    8 5306    7 5373 
6889 2763 6798    0   17   17   91 
6895 2777 6827    0   53   53   68 
6895 2714 6679    0  203  203  216 
6953 2805 6893    0    0    0   60 
6954 2817 6922    0    6    6   32 
6958 2796 6869    0    2    2   89 
6981 2801 6880    0   23   23  101 
6982 2622 6464    0  424  424  518 
6986  405 1049    0 5883  142 5937 
6987  120  287   16 6668   83 6700 
6989 2834 6971    0    6    6   18 
7012 2832 6969    0    7    7   43 
7016 2824 6942    0    4    4   74 
7028 2814 6909    0   73   73  119 
7037 1625 4050    0 2972  378 2987 
7044 2852 7023    0    6    6   21 
7048 2847 7009    0   28   28   39 
7054  333  867    8 6088    3 6187 
7057   56  123   24 6857    0 6934 
7060 1910 4779    0 2270  436 2281 
7075 2862 7055    0    1    1   20 
7075  845 2096    0 4946  209 4979 
7078 2843 6997    0   18   18   81 
7088 2767 6805    0  185  185  283 
7089 1106 2737    9 4343   26 4352 
7092 2842 6994    0   10   10   98 
7093  526 1326    4 5681   86 5767 
7104 2853 7024    0   20   20   80 
7111 2855 7031    0   55   55   80 
7142 2878 7103    0    4    4   39 
7145 2874 7090    0    0    0   55 
7161 2881 7112    0    0    0   49 
7163 2865 7062    0    0    0  101 
7165 2120 5285    0 1870  447 1880 
7175 2863 7056    0   19   19  119 
7179 2875 7094    0    0    0   85 
7187 1199 2989    1 4180   33 4198 
7187 2856 7033    0   78   78  154 
7192  782 1945    1 5234  273 5247 
7200 2898 7155    0   14   14   45 
7202 1665 4153    0 3033  435 3049 
7217 1245 3105    7 4096    0 4112 
7222  339  881    3 6260  162 6341 
7225 1036 2562    3 4628   11 4663 
7228 2883 7112    0   61   61  116 
7232  584 1454    3 5759  239 5778 
7237 2904 7173    0    2    2   64 
7242 2911 7189    0    0    0   53 
7252 2892 7137    0   24   24  115 
7279 2930 7243    0    0    0   36 
7290 2932 7252    0    0    0   38 
7290  698 1736    9 5469  242 5554 
7293 1244 3102    9 4108    0 4191 
7298 2891 7132    0   70   70  166 
7298 2927 7234    0   59   59   64 
7303 2928 7235    0   63   63   68 
7316 2925 7225    0   11   11   91 
7319 1209 3009    0 4287  467 4310 
7323  785 1950    0 5337  248 5373 
7340 2937 7269    0   23   23   71 
7345  823 2041    8 5253  221 5304 
7353 1261 3137    3 4199   17 4216 
7367 2939 7277    0    6    6   90 
7389 2959 7334    0   18   18   55 
7395 2922 7215    0   76   76  180 
7396 2950 7310    0    9    9   86 
7415 2889 7126    0  197  197  289 
7418  591 1476    1 5860    9 5942 
7421 2012 5040    0 2370  466 2381 
7422 2170 5403    0 2010  477 2019 
7432 2973 7371    0    0    0   61 
7434 1165 2899    1 4522  320 4535 
7435 2038 5088    0 2336  455 2347 
7437 2965 7352    0    3    3   85 
7444 2946 7297    0  103  103  147 
7450 2978 7382    0    1    1   68 
7458 2974 7375    0   59   59   83 
7482 2996 7433    0    0    0   49 
7489 3005 7459    0    0    0   30 
7495 3017 7484    0    0    0   11 
7495 2992 7423    0   10   10   72 
7506 3020 7499    0    0    0    7 
7515 3013 7477    0   12   12   38 
7516 3008 7462    0    7    7   54 
7521 3021 7500    0    6    6   21 
7524  927 2295    7 5186  228 5229 
7528  163  414    9 7033    8 7114 
7531 1277 3177    5 4273    0 4354 
7533  379  983    9 6490   17 6550 
7534  831 2063   16 5453    2 5471 
7539 1256 3131    1 4309   27 4408 
7546 3002 7454    0    0    0   92 
7546 3026 7510    0   11   11   36 
7553 3012 7474    0   19   19   79 
7555 3029 7520    0    2    2   35 
7567 3028 7515    0   18   18   52 
7597 3015 7481    0   14   14  116 
7597 3010 7467    0   89   89  130 
7600 3022 7500    0    9    9  100 
7601  956 2358    4 5237  374 5243 
7604 2088 5208    0 2385  441 2396 
7614 3049 7575    0    9    9   39 
7620 3014 7480    0   87   87  140 
7640 3043 7558    0    0    0   82 
7642 3060 7597    0    0    0   45 
7643 3058 7595    0   25   25   48 
7648 3011 7471    0  115  115  177 
7653 3062 7603    0    1    1   50 
7663 3055 7589    0   10   10   74 
7665 3076 7650    0    7    7   15 
7666 3079 7656    0    0    0   10 
7669  350  907    5 6704    6 6762 
7669 3056 7594    0   54   54   75 
7680 3050 7579    0    6    6  101 
7684 1146 2855   10 4794  131 4829 
7688 1335 3298    0 4367  348 4390 
7716 3074 7643    0    0    0   73 
7727 3083 7670    0   37   37   57 
7728 3066 7614    0   81   81  114 
7732 1259 3135    5 4536  160 4597 
7733 1115 2762    8 4940   34 4971 
7735 3072 7637    0   26   26   98 
7749 3101 7716    0   15   15   33 
7764 3087 7681    0    0    0   83 
7765 3111 7745    0    0    0   20 
7781 3098 7710    0   21   21   71 
7784  524 1325    2 6435  175 6459 
7785 3102 7717    0    0    0   68 
7799 3113 7751    0    0    0   48 
7807 3124 7776    0    4    4   31 
7809 1194 2974    2 4751   27 4835 
7815 3125 7776    0   34   34   39 
7823 3078 7652    0  117  117  171 
7855 3133 7802    0   18   18   53 
7860 3112 7749    0   16   16  111 
7864 3119 7767    0    0    0   97 
7865 3155 7849    0   11   11   16 
7869 2081 5184    0 2674  543 2685 
7869  254  659    5 7164    3 7210 
7882 3142 7821    0   48   48   61 
7891 3134 7804    0    0    0   87 
7893  618 1539   10 6320   55 6354 
7898 3145 7824    0    0    0   74 
7901 3139 7816    0   57   57   85 
7905  634 1584    5 6296   11 6321 
7925 3170 7891    0    7    7   34 
7928  882 2179    7 5740  318 5749 
7931 2703 6652    0 1274  671 1279 
7934  199  500    8 7369   46 7434 
7956 3180 7914    0    0    0   42 
7959 3168 7886    0   19   19   73 
7962 3176 7904    0    0    0   58 
7963 3164 7879    0    1    1   84 
7980 3126 7780    0  107  107  200 
7980 1080 2678   18 5295  296 5302 
7981 3201 7972    0    0    0    9 
7984 1366 3383    5 4595    0 4601 
7986 3200 7967    0    0    0   19 
8000 1081 2678   10 5306  278 5322 
8012 3204 7981    0    3    3   31 
8012 3158 7860    0   64   64  152 
8016   75  169   23 7751   12 7847 
8037 3193 7947    0   69   69   90 
8049 3206 7988    0    0    0   61 
8063 3199 7965    0    0    0   98 
8063 3172 7893    0   91   91  170 
8065 3210 7996    0    4    4   69 
8066 3209 7994    0   10   10   72 
8068 3218 8014    0   19   19   54 
8068 2784 6844    0 1219  591 1224 
8079 3223 8027    0   36   36   52 
8130 1373 3403    4 4711   93 4727 
8133 3242 8066    0    0    0   67 
8133 3196 7956    0   99   99  177 
8135 1260 3137    9 4948   43 4998 
8138  330  858   29 7232    2 7280 
8138  522 1319   18 6800  112 6819 
8140 3263 8110    0   25   25   30 
8149 3236 8051    0   14   14   98 
8149 3234 8046    0   22   22  103 
8175 3253 8095    0   55   55   80 
8177 3265 8116    0    9    9   61 
8189 3240 8060    0   95   95  129 
8199 3282 8161    0    1    1   38 
8218 3267 8117    0   19   19  101 
8229  855 2114    8 6065  262 6115 
8230 3270 8129    0   49   49  101 
8233 2082 5188    0 3031  538 3045 
8233 3260 8104    0   71   71  129 
8234  284  738    2 7456  170 7496 
8236  705 1753   21 6466  222 6483 
8239 3291 8183    0   16   16   56 
8239 3273 8139    0   18   18  100 
8240 2031 5075    0 3151  584 3165 
8241 3274 8143    0    0    0   98 
8249 1423 3527    4 4700   19 4722 
8250 1221 3034    9 5160  202 5216 
8279 3306 8220    0    3    3   59 
8307 1114 2757    5 5513   15 5550 
8314 3342 8305    0    0    0    9 
8317 1398 3471    1 4778   14 4846 
8330 3335 8286    0   10   10   44 
8339 1284 3197   10 5132  407 5142 
8343 3353 8324    0    0    0   19 
8378  387 1004   11 7351   89 7374 
8403 3345 8309    0    5    5   94 
8408 3351 8319    0   67   67   89 
8417 3356 8335    0    0    0   82 
8420 3258 8102    0  224  224  318 
8423 3355 8330    0    0    0   93 
8424 1206 3006   10 5413  349 5418 
8428 1295 3218    8 5128   26 5210 
8432 3377 8375    0   14   14   57 
8465 3379 8380    0   18   18   85 
8486 3385 8400    0   65   65   86 
8496 1290 3211    5 5192  248 5285 
8512 1465 3643    9 4791    0 4869 
8516 1057 2610    3 5857   22 5906 
8520 2726 6708    0 1804  592 1812 
8532 3424 8522    0    0    0   10 
8538  970 2391    6 6087  337 6147 
8540 3413 8484    0   10   10   56 
8542 3397 8441    0    0    0  101 
8577 3431 8535    0   13   13   42 
8592 3417 8499    0   74   74   93 
8594 1119 2774    0 5789  266 5820 
8599 1157 2882    1 5710  289 5717 
8600 3310 8235    0  266  266  365 
8605 1442 3577    7 4933   41 5028 
8619 3426 8524    0    8    8   95 
8622 3419 8504    0  101  101  118 
8630 1456 3615    1 4912   15 5015 
8631 3311 8239    0  299  299  392 
8634  995 2456    0 6145  295 6178 
8635 3422 8515    0   25   25  120 
8637  354  921   18 7678    0 7716 
8642 3418 8503    0  119  119  139 
8673   87  203   20 8393   81 8470 
8726 1770 4411    0 4296  484 4315 
8739 3429 8528    0  109  109  211 
8753 1591 3956    0 4776  454 4797 
8775  800 1979    0 6757  233 6796 
8794 1105 2735    1 6051  265 6059 
8813  412 1077    0 7679  180 7736 
8822  140  344    1 8417   62 8478 
8837  783 1945    7 6875  258 6892 
8871  965 2382    7 6442   20 6489 
8887 1396 3466    5 5401    0 5421 
8892 1231 3061    0 5802  343 5831 
8901  525 1325    1 7507    5 7576 
8911 1446 3585   10 5320    7 5326 
8936 1056 2609    0 6294  264 6327 
8959  283  736    2 8173   84 8223 
8967 1424 3531    5 5383   26 5436 
8975  484 1240    0 7682  138 7735 
9020 1006 2479    0 6505  215 6541 
9066 1144 2849    6 6156  173 6217 
9145 3132 7798    0 1341  680 1347 
9164 2543 6273    0 2880  549 2891 
9194  812 2014    0 7139  207 7180 
9197 1493 3709    0 5463  366 5488 
9264  542 1362    6 7829   36 7902 
9313 3205 7983    0 1325  659 1330 
9327  478 1224    0 8048  157 8103 
9334  535 1351    8 7941   41 7983 
9343  628 1566   22 7725   41 7777 
9353  349  907   21 8400    0 8446 
9358 1502 3739    1 5600   26 5619 
9383 1156 2881    4 6494  309 6502 
9385 1203 2999   10 6375    0 6386 
9425 1518 3773    2 5618   15 5652 
9440  809 2010    1 7407   96 7430 
9465 1281 3187    5 6175    4 6278 
9513 1533 3807    7 5697   27 5706 
9517 3241 8061    0 1450  822 1456 
9527  200  501   20 8992  137 9026 
9538 2485 6138    0 3387  577 3400 
9593 3054 7589    0 1996  691 2004 
9616 1044 2582   10 7021  253 7034 
9634  651 1621   30 7954  124 8013 
9681  696 1734    7 7924  246 7947 
9683  610 1517    0 8116  160 8166 
9723  763 1903   18 7793   75 7820 
9741 2006 5023    0 4699  477 4718 
9742  776 1930    8 7784   21 7812 
9768  719 1794   10 7914    0 7974 
9792  153  384    7 9317    0 9408 
9836  697 1735    0 8055  243 8101 
9847 3162 7874    0 1966  660 1973 
9860  886 2186    0 7637  343 7674 
9861 1385 3430    0 6402  352 6431 
9930  771 1920   17 7981   18 8010 
9947 1503 3739    5 6196   19 6208 
9947 1453 3604    1 6240   67 6343 
9969 1705 4252    0 5693  443 5717 
10021  707 1761   17 8196   25 8260 
10025 1495 3719    0 6278  345 6306 
10025  166  421   31 9567   93 9604 
10045 1292 3214    0 6800  381 6831 
10111 1795 4474    0 5614  415 5637 
10156 1651 4113    5 6036    1 6043 
10186 1548 3847    8 6330    8 6339 
10211 2600 6416    0 3782  658 3795 
10235  479 1226    8 8977  302 9009 
10240  134  328    6 9836    5 9912 
10250 1829 4572    0 5655  381 5678 
10280 1445 3584    1 6681    4 6696 
10301  403 1043    0 9194  136 9258 
10314 1660 4140    0 6149  382 6174 
10339 1276 3175   12 7155  471 7164 
10355 2530 6242    0 4098  530 4113 
10391  231  596   14 9708   10 9795 
10447 1070 2651    7 7782  255 7796 
10466  328  851    5 9567  114 9615 
10481  156  389    1 10021   53 10092 
10507 3217 8009    0 2489  627 2498 
10535  232  600    0 9839   60 9935 
10561  390 1014    3 9526    0 9547 
10605  759 1889    9 8692  184 8716 
10644 1777 4421    0 6197  438 6223 
10678  485 1240    0 9381  251 9438 
10726 1737 4334    7 6364    0 6392 
10733 3032 7522    0 3199  630 3211 
10749 1425 3536    9 7201    5 7213 
10756  741 1849    0 8860  209 8907 
10757 2991 7420    0 3325  774 3337 
10762   74  167    7 10531   42 10595 
10782 1126 2790    7 7972    9 7992 
10786 1764 4402    8 6379    0 6384 
10822 1721 4304   15 6512   98 6518 
10921 1741 4345    3 6540   63 6576 
10959 2948 7303    0 3643  593 3656 
10960 1771 4413    1 6515    6 6547 
10964 1743 4347    0 6590  416 6617 
10974 2447 6052    0 4904  601 4922 
10982  373  967   10 9931   33 10015 
11008  896 2211   19 8777  256 8797 
11008  445 1147    0 9797  129 9861 
11013  941 2326    6 8669  267 8687 
11054  731 1823   10 9197    6 9231 
11059  367  949    7 10015    7 10110 
11094 1264 3146    6 7862   18 7948 
11120 1513 3765    2 7349  351 7355 
11141 1364 3375    0 7733  319 7766 
11163  132  323    8 10763   85 10840 
11189 2452 6063    0 5106  493 5126 
11229 2760 6793    0 4420  636 4436 
11235  579 1444   10 9729   79 9791 
11258 1187 2965    6 8280  282 8293 
11260  937 2320   10 8914    0 8940 
11307 1823 4560   10 6741    4 6747 
11319 1723 4308    5 6979    0 7011 
11342  327  849    5 10426   20 10493 
11386 3070 7629    0 3743  681 3757 
11466 1769 4410   20 7046    4 7056 
11484 2936 7265    0 4203  576 4219 
11500 1283 3193    0 8272  389 8307 
11534 1822 4559    2 6948   65 6975 
11542  565 1421    7 10088  133 10121 
11568 1184 2954    9 8599  267 8614 
11568 2560 6317    0 5232  529 5251 
11569 1251 3119    0 8412  379 8450 
11598  980 2423    0 9131  296 9175 
11602 1379 3418    0 8148  332 8184 
11609  285  743    4 10777  246 10866 
11615 3167 7881    0 3721  651 3734 
11636 1872 4683   16 6946   10 6953 
11665  646 1613    5 10022  247 10052 
11675 1347 3335    4 8293    5 8340 
11692 1875 4692    8 6980    0 7000 
11725 3404 8461    0 3253  739 3264 
11729   80  187   30 11461    5 11542 
11767 2634 6481    0 5266  540 5286 
11783 1527 3796    0 7953  400 7987 
11824 1040 2571    0 9209  245 9253 
11847 3051 7579    0 4253  611 4268 
11853 1440 3574    0 8243  361 8279 
11902 1250 3119    5 8768  375 8783 
11953 1891 4727    2 7185   88 7226 
12003 1827 4572    7 7415    7 7431 
12047  570 1432    0 10556  122 10615 
12062  504 1286    9 10736  123 10776 
12134  858 2126    0 9958  193 10008 
12169  694 1728    7 10389    0 10441 
12178 2013 5041    0 7110  463 7137 
12204  244  627    8 11505   68 11577 
12209 1938 4851    4 7351   77 7358 
12212 1960 4915    2 7291   16 7297 
12229 1903 4762    0 7437  388 7467 
12236  450 1161   26 11050    4 11075 
12243 2771 6815    0 5409  592 5428 
12293  222  567    0 11622   69 11726 
12297 1571 3907    1 8292    0 8390 
12307  688 1712    0 10540  218 10595 
12323 1962 4921   10 7366   22 7402 
12357  840 2086    7 10192   12 10271 
12408 1092 2703    0 9662  293 9705 
12414  371  964    0 11377  166 11450 
12438  713 1772    8 10656   10 10666 
12444  529 1335    6 11028    1 11109 
12456 1161 2894    6 9533    6 9562 
12460 1999 4998    4 7436    9 7462 
12483 1923 4812    5 7655    0 7671 
12484 1310 3247    5 9187    1 9237 
12528  427 1114   13 11395   87 11414 
12529  513 1301    0 11166  303 11228 
12555 2173 5409    0 7120  552 7146 
12557  967 2382   21 10140    0 10175 
12565  493 1260   15 11280   71 11305 
12577  876 2168    1 10380   10 10409 
12581  819 2031   27 10516  106 10550 
12599 1073 2660    0 9893  284 9939 
12627 1196 2980    5 9581   99 9647 
12663  626 1556   31 11099  246 11107 
12686 2052 5130    9 7550    4 7556 
12693  383  993    3 11635   74 11700 
12714 2002 5010    1 7630   92 7704 
12717 2049 5121    5 7527    4 7596 
12729 1086 2686    4 10026  320 10043 
12746 1387 3435    0 9271  337 9311 
12766  483 1239    0 11461  179 11527 
12818  422 1099   34 11693    2 11719 
12827 3157 7858    0 4954  599 4969 
12854 1783 4442    3 8396   13 8412 
12896 1016 2504    0 10344  226 10392 
12906  908 2239    8 10641  245 10667 
12925 1390 3446    5 9455    0 9479 
12932  928 2300    9 10573    0 10632 
12962  414 1084    6 11831  175 11878 
12969 1496 3720    5 9229   44 9249 
12998  704 1748   16 11194   41 11250 
13001 1500 3732    9 9244    0 9269 
13049 1917 4799    8 8238    0 8250 
13064  917 2266    5 10722    1 10798 
13065 1233 3067    8 9973   81 9998 
13081 2015 5046    3 8023    0 8035 
13088 1415 3511    6 9528   13 9577 
13094  361  944   12 12126  112 12150 
13127 1988 4976    7 8060    2 8151 
13153 2667 6566    0 6563  554 6587 
13172 1225 3044    0 10084  350 10128 
13177 2823 6942    0 6213  610 6235 
13191  939 2321   19 10844  258 10870 
13196  653 1624    0 11515  288 11572 
13228 1134 2819    0 10364  294 10409 
13256 2092 5217    5 7980  111 8039 
13277 1949 4880    3 8381    2 8397 
13278 2050 5124    6 8146    0 8154 
13294 1168 2904    9 10341   71 10390 
13347 2157 5367    6 7927    6 7980 
13348  848 2101   10 11242   54 11247 
13366 1574 3919    3 9434  396 9447 
13379 1668 4162    1 9185   27 9217 
13379  453 1167    0 12143  174 12212 
13412 2160 5374    1 7946    0 8038 
13430 1940 4860   10 8498   17 8570 
13458 2793 6859    0 6576  581 6599 
13465  748 1867    0 11540  194 11598 
13480 1417 3512    0 9927  342 9968 
13536 3152 7844    0 5673  671 5692 
13584  401 1037    0 12471   96 12547 
13624 2195 5465    4 8125   13 8159 
13651  808 2009   26 11601    5 11642 
13657 1476 3671   10 9948    0 9986 
13658  351  910   28 12662   26 12748 
13671 2598 6416    0 7230  714 7255 
13676 1394 3457    4 10205  335 10219 
13679 1871 4682    5 8908  261 8997 
13683  117  275   30 13333   14 13408 
13737 1811 4529    4 9177   22 9208 
13743  370  960    0 12706   91 12783 
13770  451 1165    3 12540  199 12605 
13796 1546 3840    3 9933   35 9956 
13813 1815 4539    5 9195    0 9274 
13816 1925 4821    3 8977   42 8995 
13819 1216 3022    1 10727    4 10797 
13831 3094 7704    0 6105  644 6127 
13835 2690 6622    0 7187  576 7213 
13905  357  931   22 12946  108 12974 
13929 1927 4822    4 9102  405 9107 
13958  580 1446    0 12447  136 12512 
13959  753 1874   36 12071   39 12085 
13967 1163 2897    0 11022  331 11070 
14009  775 1926    0 12025  205 12083 
14035 2268 5623   24 8406   13 8412 
14055 1094 2708   23 11321  290 11347 
14063 2270 5631    2 8398    0 8432 
14069 1688 4210   10 9815    2 9859 
14103 1085 2686   24 11391  292 11417 
14183  728 1811    0 12312  213 12372 
14186  974 2403   11 11716    0 11783 
14186 1289 3210   10 10958  292 10976 
14219  305  797   10 13361  145 13422 
14229 1674 4181    4 9963   26 10048 
14234 2302 5703    4 8510   19 8531 
14235 1239 3084    2 11079  144 11151 
14239 1906 4767    3 9452   18 9472 
14246 2463 6088    0 8131  482 8158 
14279  615 1537    6 12660   13 12742 
14321 2557 6307    0 7986  596 8014 
14323 2388 5922    0 8373  549 8401 
14396  368  953   34 13410    7 13443 
14452 2252 5585    6 8844    0 8867 
14483  464 1190    8 13190 1217 13293 
14494 3277 8147    0 6326  734 6347 
14517  709 1770    0 12686  174 12747 
14522 1956 4899    0 9587  478 9623 
14533 1235 3071    6 11422   46 11462 
14534 1656 4131    5 10337   14 10403 
14551  459 1178   33 13352  161 13373 
14595 2945 7293    0 7277  620 7302 
14649 2755 6779    0 7843  630 7870 
14657 2251 5580    6 9066   54 9077 
14668 2403 5955    0 8682  499 8713 
14671 1271 3162   10 11427    1 11509 
14714  167  426    5 14235    0 14288 
14732 1809 4522    6 10190    0 10210 
14798 2142 5329    0 9436  468 9469 
14801 1190 2969    7 11811  290 11832 
14818 1382 3424    5 11375  350 11394 
14838 2366 5872    4 8874   21 8966 
14863  832 2066    4 12746    5 12797 
14866 1341 3319    0 11499  315 11547 
14887  660 1646    8 13186   38 13241 
14888 2313 5736    8 9111    0 9152 
14896 3289 8178    0 6694  649 6718 
14920 1375 3408    6 11471   96 11512 
14923  752 1874    7 12996   13 13049 
14950 1801 4499    6 10362   11 10451 
14958  699 1739    9 13157    0 13219 
14974 2351 5844    3 9057  120 9130 
14976  726 1807   29 13134    0 13169 
15007 1942 4865   10 10126    5 10142 
15039 2434 6016    3 8988    9 9023 
15042 2039 5093   10 9933    0 9949 
15057  419 1094    7 13874    0 13963 
15098 2503 6184    0 8883  531 8914 
15111  547 1377   25 13710  147 13734 
15131  160  404    5 14635   11 14727 
15162 1141 2840    8 12272  159 12322 
15191 2453 6066    2 9106   26 9125 
15231 3354 8328    0 6879  698 6903 
15238  815 2022   19 13201  197 13216 
15248  443 1146    0 14024  131 14102 
15320 1218 3029    6 12262  103 12291 
15320 1232 3065    6 12215    8 12255 
15330  583 1449    9 13835  165 13881 
15344  684 1701    4 13607  194 13643 
15401 2488 6146    7 9250   52 9255 
15409 2470 6102   10 9259   57 9307 
15429 1391 3447   10 11899    6 11982 
15451 2114 5273   25 10173  445 10178 
15461 1941 4860    1 10497  543 10601 
15461 2306 5717    2 9708   15 9744 
15475  940 2326    6 13115  284 13149 
15485 2097 5230    4 10198   52 10255 
15500 1287 3205    0 12245  392 12295 
15504  378  979    7 14473  133 14525 
15511 1267 3154   10 12263    5 12357 
15529  994 2454    8 13040   29 13075 
15537 1637 4075    6 11363  152 11462 
15548 1067 2643   14 12876   16 12905 
15563  924 2287    0 13217  222 13276 
15563 2499 6181   10 9375   46 9382 
15571 2429 6009    9 9539    4 9562 
15581 1549 3847   10 11701   19 11734 
15586  869 2153   26 13420    0 13433 
15589  879 2176   36 13383    0 13413 
